Date,Comments,Topic,Sentiment
5/22/2025,ভাইজান একটা কাজ করেন রুমিন ফারহানা কে জিজ্ঞেস করেন প্রতিদিন রাতে কয়টা বেগুন নষ্ট করে,others,negative
5/20/2025,মাগি বিয়ে না করে বাল ছিড়ছে,abusive,hate
5/20/2025,এই রূমিন ফারহানা হিজড়া মাগির সাওয়ার কুটকুটি বেশিএর পাছায় আঁকাআওলা বাঁশ দিওয়া লাগবে।,abusive,hate
5/20/2025,চাদাবাজি করতে সমস্যা হয়তেছে,political,negative
5/20/2025,নির্বাচন চাই না,political,negative
5/20/2025,বৃষ্টির দিনে নির্বাচন না দেওয়াটা ভালো শীতের মধ্যে দেওয়া হোক মেঘ-বৃষ্টি থাকবেনা তখন খুব সুবিধা হবে,political,neutral
5/21/2025,তাহলে সামনের বছর নভেম্বর অথবা ডিসেম্বরে নির্বাচন হোক বিএনপির যখন এতোটাই সমস্যা,political,neutral
5/4/2025,ভাল খবর,others,positive
5/21/2025,বাংলাদেশ জামায়েত ইসলাম সহ সকল ইসলামী দলগুলো ঐক্যবদ্ধ থাকুন ঐক্যবদ্ধ থাকলেই দেশের শান্তি ফিরিয়ে আসবে ইনশাআল্লাহ এনসিপির মধ্যে বিভিন্ন মতভে বিভিন্ন দলীয় লোক রয়েছে তারা ইসলামী দলগুলোকে ঐক্যবদ্ধ কে নস্যাৎ করতে চাই,political,negative
5/4/2025,জামাতি ইসলামের সাথে যোগ  দিলে বুঝতে পরবো তারা সত্যি দেশ প্রেমিক। এবং তাদের সাথে আমরা সাধারণ জনগণ আছি।,political,positive
5/3/2025,এই জন্যই তো ওদের স্লোগান ছিল তুমি কে আমি কে রাজাকার রাজাকার মানুষের কাছে সব স্পষ্ট হয়ে গেল,political,neutral
5/2/2025,যদি এনসিবি সত্যি সত্যি জামায়াতে ইসলামের সাথে জোট করে ইনশাআল্লাহ এনসিবি ক্ষমতায় যাবে এবং কমপক্ষে 250 আসন নিয়ে ক্ষমতায় যাবে ইনশাআল্লাহ,political,positive
5/9/2025,খুব সুন্দর উপযোগী সিদ্ধান্ত,others,positive
5/1/2025,জামায়াত ইসলামি আমার কাছে সেরাআলহামদুলিল্লাহ,political,positive
5/2/2025,এবার বিএনপির পাতলা পায়খানা শুরু হয়ে যাবে,political,negative
5/18/2025,সহমত!,others,positive
5/1/2025,আলহামদুলিল্লাহ সঠিক সিদ্ধান্ত,others,positive
5/2/2025,এতো দিন ভালোএকটা পদক্ষেপ নিছেন।,others,positive
5/3/2025,বি এন পি নাকি খেলোয়াড় খুঁজে পায়না। তাই সকল রাজনৈতিক দল জোট গঠন করে বি এন পি কে বুঝিয়ে দিন।,political,neutral
5/2/2025,নতুন দল হল জামাত শিবির তাবলীগ কওমি হেফাজতে ইসলাম আহলে হাদিস (জঙ্গি গোষ্ঠীর নতুন মুখোশ) এটাই হল শেষ পর্যন্ত,political,negative
5/7/2025,মাশাআল্লাহ আলহামদুলিল্লাহ এটাই হচ্ছে সঠিক সিদ্ধান্ত জাতীয় এনসিবি নাগরিক পার্টি সমস্ত ইসলামিক সংগঠন দলগুলির সাথে একসাথে হয়ে দলবদ্ধ হয়ে ক্ষমতায় আসো তাহলে তোমার আর সাহায্য করতে হবে এটা হচ্ছে সঠিক সিদ্ধান্ত।,political,positive
5/2/2025,শুনে খুব ভালো লাগলো,others,positive
5/2/2025,ইনশাআল্লাহ  বিজয় ইসলাম এরই হবে। সময়ের অপেক্ষা।,religious,positive
5/3/2025,খুবই ভালো ও খুশির খবর আলহামদুলিল্লাহ,others,positive
5/4/2025,আমরা চাই এন সি পি জামাত ইসলাম ইসলামী আন্দোলন হেফাজতে ইসলাম সবাই এক হয়ে নির্বাচন করুক তাহলে ইসলামের বিজয় হবে,political,positive
5/2/2025,পুরুষ সরকার চাই।,political,neutral
5/2/2025,NCP এটাই সঠিক সিদ্ধান্ত।,political,positive
5/1/2025,এনসিপি ৩০০ আসনের প্রতি দিবে না,political,negative
5/1/2025,এনসিপি একা নির্বাচন করলে শুধু জামানত হারাবে না বরং নিঃশেষ হয়ে যাবে।,political,negative
5/4/2025,কোনো সুফল আসবেনা।,others,negative
5/3/2025,আলহামদুলিল্লাহ এবার ঠিক আছে,others,positive
5/2/2025,এটি হবে সঠিক সিদ্ধান্ত।,others,positive
5/3/2025,সব দলের মিলে জিরো সিটের জোট।,political,negative
5/19/2025,খুব সুন্দর সিদ্ধান্ত। আমরা এবার এনসিপি ও জামাতকে ক্ষমতায় দেখতে চাই। বিএনপিকে বিরুধি দল দেখতে চাই,political,positive
5/3/2025,তাই যদি হয়তবে সেটা দেশের জন্য অনেক ভালো,others,positive
5/1/2025,এমন করলে খুবি ভালো হবে,others,positive
5/3/2025,এই জোট মানে আওয়ামী লীগ বিএনপি ভাই ভাইরেডি হও তোমার,political,neutral
5/2/2025,আমি এন্টি ইন্ডিয়ান যে হবে সে দলে!!!,political,neutral
5/2/2025,বয়কট বি এন পি,political,negative
5/2/2025,জামায়াতে ইসলাম ইসলামী আন্দোলন বাংলাদেশ এবং এনসিপি অন্যান্য ছোট দলকে নিয়ে যদি জোটবদ্ধভাবে নির্বাচনে আসে তাহলে অন্য কোন দল ক্ষমতার ধারে কাছে যেতে পারবে না বলে আমি বিশ্বাস করি,political,positive
5/6/2025,অনেক ভালো  হবে  আমরা সাধারণ মানুষ  একমত,others,positive
5/2/2025,এনসিপি দল ইসলামী আন্দোলন জিন্দাবাদ,political,positive
5/2/2025,এরকম যদি তাহলে আমার মনের চাওয়া পূরণ হবে,others,positive
5/1/2025,এটাই ভালো হবে,others,positive
5/2/2025,এরকম জোট হলে সফলতা আসবে ইনশাআল্লাহ।,political,positive
5/3/2025,এমসিপি জানে এরা নির্বাচন করলে জিততে পারবে না একটা আসনা পাবেনা জোট ছাড়া কোন বুদ্ধি নেই এদের,political,negative
5/1/2025,এটাই সবচয়ে ভাল হবে।এনসিপি সঠিক কাজ করেছে।,political,positive
5/2/2025,সফলতা আসবেই ইনশাআল্লাহ,others,positive
5/2/2025,এন সি পি জামাতের বি টিম এটা সবাই জানে। জামায়াতের সাথে এদের জোট হলে স্বাধীনতা বিরোধী জঙ্গি তকমা গায়ে লাগবেই।,political,negative
5/2/2025,জামাতের সাথে যারা জোট বাঁধবে তারা এক সময় কালের গহবরে হারিয়ে যাবে ইনশাল্লাহ,political,negative
5/2/2025,আমি অনেক আগেই বলেছি,others,neutral
5/3/2025,তাও বিএনপি 200 আসনে বেশি জিতবে,political,positive
5/2/2025,এটা হলে ভালো হবে ইনশাআল্লাহ,others,positive
5/2/2025,বিজয় সুনিশ্চিত ইনশাআল্লাহ,others,positive
5/11/2025,সম্ভাবনা কি দুই দল তো একটাই নামে কেবল আলাদা,others,neutral
5/1/2025,জাতীয় গে পার্টি,political,negative
5/22/2025,জামাত ইসলাম আদর্শ দল এটা আমার সাথে এমসিবি যোগ করলে ভালোই হয়,political,positive
5/2/2025,জানা কথা,others,neutral
5/2/2025,এটা যদি হয় জোটই ক্ষমতায় আসছে ইনশা’আল্লাহ লিখে রাখেন।,political,positive
5/3/2025,নেংটা পার্টি তো জামাতের বি টিম তা এ দেশের মানুষ অনেক আগেই জানে,political,negative
5/3/2025,জোট করলে বিজয় নিশ্চিত।,political,positive
5/2/2025,আমরা তো জানি জামায়াত ইসলামীর  বি টিম এনসিপি,political,negative
5/1/2025,ভালো সব মিলে তিন টা আসন পাবে,political,negative
5/2/2025,আল্লাহ তালা কবুল করুন। আমিন,others,positive
5/2/2025,জামাতি ইসলামি জিন্দাবাদ,political,positive
5/5/2025,ওরে বাটপার,others,negative
5/2/2025,কিন্তু    নড়াইল জেলার নলদী তে সব আওয়ামী লীগ এখন সমুচা সিংগারা সমন্বয় ক হচ্ছে টাকার বিনিময়ে,political,negative
5/3/2025,সময়উপযোগী সিদ্ধান্ত... শুভ কামনা রইলো।,others,positive
5/2/2025,ইসলামী দলগুলোর সাথে এনসিপি জোট হলে আওয়ামী লীগ এবং বি এন পি কে টেকানো সম্ভব,political,neutral
5/2/2025,ইনশাআল্লাহ বাংলাদেশে ইসলামের বিজয় হবেই,religious,positive
5/22/2025,জামাত এবার যদি কার সাথে জেট করে তাহলে জামাত তলিয়ে যাবে। ক্ষমতায় আসতে পারবে না জামাত ১০০০০০০%,political,negative
5/16/2025,সব দলকে পছন্দ করি তবে ভোট বিএনপিকেই দিব ইনশাল্লাহ,political,positive
5/2/2025,দেশ বিক্রির পায়তারা চলছে হাসু আপার কথাই ঠিক,political,negative
5/3/2025,বিএনপিকে ঠেকানোর জন্য এরচেয়ে ভালো কোন উপায় নেই,political,neutral
5/21/2025,জামাত ইসলাম আমরা সবাই চাই,political,positive
5/17/2025,জামাতি ইসলাম খেলাফত ইসলামি জিন্দাবাদ ইসলাম খেলাফত ইসলামি আন্দোলনের ইসলাম দলগুলোর ঐক্য জোট সরকার দেখতে চাই ইনশাল্লাহ,political,positive
5/3/2025,71 টিভি কি ভালো হবি না পর্দা করে উপস্থাপিকা কে আনা যেতো না?,others,negative
5/2/2025,‌জোনা‌য়েদ সা‌কি নুরু এবি পা‌র্টি‌কেও অন্তর্ভুক্ত করা উত্তম সিদ্ধান্ত হ‌বে,political,positive
5/2/2025,ইসলামী আনদোলন বাংলাদেশ জিন্দাবাদ,political,positive
5/2/2025,খুবই ভালো সিদ্ধান্ত,others,positive
5/3/2025,এটাই সঠিক সিদ্ধান্ত।তানাহলে NCP অস্থিত্ত সংকটে পরবে।,political,positive
5/2/2025,আলহামদুলিল্লাহ এমন হলে চমৎকার হবে,others,positive
5/2/2025,জামাত-হেফাজত-এনসিপি মিলে গেলে বিজয় হবে জনগনের,political,positive
5/2/2025,বেটা তার বাপের কাছে ফিরে গেলেই ভালো।,others,negative
5/2/2025,জামাতের বি টিম হলো নাগরিক কমিটি অর্থাৎ 71রের শান্তি কমিটি এটা কেও বুঝতে বাকি নাই আর,political,negative
5/3/2025,এটি চেয়েছিলাম।,others,positive
5/2/2025,জঙ্গি রাজাকার জামাত শিবির নিষিদ্ধ দেশ বিরোধী দল ছিলো থাকবে ইনশাআল্লাহ,political,negative
5/2/2025,ইসলামি আন্দোলন বাংলাদেশ,political,neutral
5/2/2025,মাদারবোর্ড গুলো নির্বাচন অতি জরুরি দেশের জন্য,abusive,hate
5/2/2025,এনসিবি জামাতেরই অংশ। এদেশের জনগণ তা ভালো করেই জানে।,political,negative
5/2/2025,নিঃসন্দেহে খুব খুবই ভালো হবে।,others,positive
5/20/2025,জীবনের প্রথম ভোট জামায়াত ইসলামীকেই দিবো। ইনশাআল্লাহ।,political,positive
5/19/2025,জমুনা টেলিভিশন খুব সুন্দর সুন্দর কাজ করে  যাচ্ছে ধন্যবাদ জমুনাকে,others,positive
5/18/2025,জামাত ইসলামকে  ভোট দিবো ইনশাআল্লাহ।।,political,positive
5/19/2025,বাংলাদেশ জামায়াতে ইসলামী জিন্দাবাদ,political,positive
5/18/2025,জামাত ইসলামকে ভোট দেবো ইনশাআল্লাহ,political,positive
5/19/2025,আল্লাহ তুমি ইসলাম কে কবুল কর,religious,positive
5/18/2025,এত চিৎকার চেঁচামেচি করার কি আছে? ভোটের মাঠে অতীতে দেশবাসী দেখেছেন কে কত জনপ্রিয়।  আসন পায় তিনটা।  অথচ তাদের লম্ফ ঝম্ফ দেখলে মনে হয় দেশে আর কোন রাজনৈতিক দল নাই।  বাংলাদেশের মাটি ওলী আওলীয়াদের পূর্ন ভূমি। বাংলাদেশের মাটি বি এন পির ঘাটি।,political,negative
5/18/2025,দেশ স্বাধীনের পর থেকে 5 বছর অন্তর একবারের পিছনে একবার ওর পিছনে যে মুনাফিকের মত আচরণ করেছেন সেগুলো বলবে কে,political,negative
5/18/2025,জামাত কোন ধর্মগ্রন্থ না যে জামাত মানে ইসলাম জামাত মানে ধর্ম এটা বলা যাবে না ঠিক আছে।   জামাত হলো শুধু একটা রাজনৈতিক দল।,political,neutral
5/18/2025,আ হা বিনোদন,others,negative
5/19/2025,ইসলামের পথে আছি থাকবো। প্রয়োজনে ইসলামের পথেই জীবনটা দিবো। ইনশাআল্লাহ। এগিয়ে যান সাথে আছি,religious,positive
5/18/2025,একটা বার 71 এর জন্য ক্ষমা চান মানুষের কাছে,political,negative
5/21/2025,সঠিক কথা,others,positive
5/18/2025,এগিযে যান ভয করবেন আল্লাহকে  কোন দলকে নয ইনশাআল্লাহ।,others,positive
5/19/2025,জামাতে ইসলাম জিন্দাবাদ শিবির জিন্দাবাদ বাংলাদেশ জিন্দাবাদ,political,positive
5/18/2025,বাংলাদেশ জামায়াতে ইসলামী জিন্দাবাদ,political,positive
5/18/2025,শিবির করতাম করবো ভোট জামাতকে দিব ইনশাআল্লাহ,political,positive
5/19/2025,জামাত ইসলামি জিন্দাবাদ,political,positive
5/21/2025,রাইট,others,positive
5/18/2025,বাংলা দেশ জামায়াতে ইসলামী জিন্দাবাদ,political,positive
5/18/2025,সঠিক বলেছেন,others,positive
5/18/2025,হায়রে মানুষ এখন আওয়ামী লীগ নাই এখন জামাতের পাওয়ার দেব,political,neutral
5/20/2025,সাব্বাস বাপের বেটা,others,positive
5/18/2025,এখন পাওয়ার বেড়ে গেছে যেতু আঃমীলীগ নেই,political,negative
5/19/2025,আওয়াজ তুলতে হবে একসাথে,others,neutral
5/19/2025,সম্মানিত মহীয়ান ভাই আপনার অবগতির জন্য বলি এসমস্ত সাধু সন্ন্যাসীর কথা বলে ঐ সমস্ত বের্জম্মা আওয়ামী পেত্নাদের মানুষ করা যাবে না বরং দেশের সমস্ত ইসলাম প্রেমি দেশপ্রেমিক মানবহিতৈষী দল নিয়ে অনতিবিলম্বের ইসলামি বিপ্লবের ডাক দেওয়া হোক এখনোই মোক্ষম সময়।,political,neutral
5/22/2025,বিএনপির ঘাডি আওয়ামিলিগের তেলে চলে,political,negative
5/18/2025,বাংলাদেশ জামায়াতে ইসলামীর কাছে আমরা এইরকম প্রতিবাদী আওয়াজ শুনতে  চাই। নারায়ে তাকবীর আল্লাহু আকবার।,political,positive
5/21/2025,জামাত লীগ নিঃসন্দেহে ধর্ম ব্যবসায়ী কুরআন সুন্নাহর আলোকে বাতিল একটি দল জামাত ইসলামি নাম দিলে হবে না কুরআন সুন্নাহ সাথে মিল থাকতে হবে,political,negative
5/18/2025,আল্লাহুআকবার,others,neutral
5/18/2025,বাংলার মাটি ইসলামের ঘাঁটি ইনশাল্লাহ,religious,positive
5/18/2025,মাশাল্লাহ্ খুব সুন্দর কথা,others,positive
5/18/2025,আল্লাহুআকবর,others,neutral
5/20/2025,হাতপাখা মার্কায় ভোট দিন তাহলে ইসলামের কাজ ভালো হবে ইনশাআল্লাহ,political,positive
5/19/2025,জামায়াতে ইসলামী জিন্দাবাদ,political,positive
5/20/2025,আমরা অন্য রাজনৈতিক দল নয়। মুসলিম হিসাবে আল্লাহর দ্বীনকে প্রতিষ্ঠিত করার জন্য এক হতে হবে। ইসলামিক প্রত্যেকটা দল এক হয়ে কাজ করতে হবে। তাহলে অবশ্যই ইসলামের জয় হবে।,religious,neutral
5/21/2025,সাধারন মানুষ আছে আপনাদের পাশে,others,positive
5/19/2025,বাংলাদেশর এক মাএ শত এবং আদর্শ রাজনৈতিক হিসাবে ১নাম্বারে আছে জামায়াত ইসলামী বাংলাদেশ। জীবনের প্রথম ভোট জামায়াত কে দিবো ইনশাআল্লাহ।,political,positive
5/20/2025,আগামী নির্বাচনে সকল ইসলামী দল ঐক্যবদ্ধ হতে হবে,political,positive
5/20/2025,বিএনপি একমাত্র বিএনপি ধর্মের ব্যবসা করে আর আওয়ামী লীগ ধর্ম ব্যবসা করে বাংলাদেশ জামাত ইসলামী ধর্মের পক্ষের লোক আর বিএনপি আমলে করা ধর্মের বিপক্ষের লোক তা কথাই প্রমাণ,political,negative
5/19/2025,আলহামদুলিল্লাহ বর্তমান দেশ ভালো চলছে এভাবেই থাকুক আগামী পাঁচ বছর কোনে নির্বাচন চাই না,political,positive
5/19/2025,BNP বয়কট,political,negative
5/19/2025,আগে বি এন পি কে ভালো লাগতো কিন্তু তাদের কার্যক্রমে আমরা অতিষ্ট জামায়াতের বিকল্প দেখছিনা,political,negative
5/19/2025,ইন্নশা আল্লাহ,others,positive
5/19/2025,এক কথা বলতে গেলে বিএনপির চেয়ে জামাত অনেক ভালো  বাংলাদেশ জামাতি ইসলামি জিন্দাবাদ,political,positive
5/18/2025,ঠিক বলেছেন,others,positive
5/18/2025,জামায়াত ইসলাম জিন্দাবাদ।,political,positive
5/20/2025,বিএনপি থেকে আমিও মুখ ফিরিয়ে নিলাম ইসলামী দল কে সাপোর্ট করবো জামাত কে সমর্থন করবো,political,negative
5/20/2025,বাংলাদেশ জামায়াত ইসলামী জিন্দাবাদ।,political,positive
5/18/2025,এইভাবে চিল্লাতে বলছে নাকি ইসলাম 3:12,others,negative
5/18/2025,জামাতি ইসলাম জিন্দা বাদ,political,positive
5/19/2025,জামায়াতের সেক্রেটারির বক্তব্য অসাধারণ,political,positive
5/20/2025,১০ টা সিটও পাবেন না।,political,negative
5/19/2025,মাশাআল্লাহ্,others,positive
5/18/2025,খালেদাজিয়া যখন ছিল বিএনপিকে খুব পছোন্দ করতাম এখন এদের পছোন্দ করি না। এবার হবে ইসলামের বাংলাদেশ।,political,negative
5/18/2025,ঠিক আছে আলহামদুলিল্লাহ,others,positive
5/18/2025,সঠিক,others,positive
5/18/2025,আমি আগে জামাত করতাম এখন বিএনপি করি জামাত মুনাফিকের দল রাজাকারের দল স্বাধীনতা বিরোধী দল তারা ইসলামের লেবাস দেখায় ভোটের সময় আসলে জামত ধর্ম ধ্বংস করলো,political,negative
5/18/2025,সুন্দর কথা বলছেন আপনাকে অনেক অনেক ধন্যবাদ,others,positive
5/18/2025,তুমি কে আমি কে রাজাকার রাজাকার,political,neutral
5/18/2025,আলহামদুলিল্লাহ। আল্লাহ আজ থেকে আমি ইসলামের দলের সাথে থাকবো। ইনশাআল্লাহ। আল্লাহ। আপনি আমাকে তফিক দিন। আমিন।,religious,positive
5/18/2025,সিট সব মিলে পাবে ১০ /১৫ তাই এত ফালাও,political,negative
5/18/2025,যমুনা টিভি তুমি তো এখন সময় টিভির মতো দালালী করা শুরু করেছো মনে হচ্ছে তোমার টাইটেল দেখে।  দেশের মানুষ তোমাদের গ্রহন করেছে সত্তের পক্ষে ছিলে বলে।  দালালি করলে এই গ্রহন যোগ্যতা হারাবে মনে রেখ।,others,negative
5/18/2025,কিছু নতুন দল পাগল হয়ে গেছে,others,negative
5/18/2025,জামাতের ইসলামের  প্রেমে পড়ে যাচ্ছি,political,positive
5/18/2025,আওয়ামী লীগ বিএনপির একই বিষ,political,negative
5/18/2025,আপনি যা বলছেন ঠিক কথা বলছেন আমরা জনগণ একমত যে যাই বলুক আপনারা আপনাদের কাজ করে যান ইনশাআল্লাহ বিজয় ইসলামেরই হবে,religious,positive
5/18/2025,জামাত ইসলাম জিন্দাবাদ,political,positive
5/20/2025,যতদিন শরীরে রক্ত থাকবে আল্লাহর এবাদত করতে করতে যেন মরতে পারি আমি তৌফিক দান করুন আল্লাহ আমিন,religious,neutral
5/21/2025,বাংলাদেশ জামায়াতে ইসলাম জিন্দাবাদ,political,positive
5/18/2025,আমরা ১২ মাস আল্লাহর গোলামি করি। ভালোলাগছে এই কথাটা।,religious,positive
5/18/2025,এভাবেই গর্জে উঠুক সকল জামাত-শিবির মুসলিম দলগুলো ঐক্যবদ্ধ হয়ে ইনশাআল্লাহ,political,positive
5/18/2025,জামায়াতে ইসলামী জিন্দাবাদ জামায়াতে ইসলামী আমার কলিজা,political,positive
5/20/2025,জীবনের প্রথম ভোট জামায়াতকে দিবো ইনশা আল্লাহ,political,positive
5/18/2025,তোমাদের স্বপ্ন স্বপ্নই থেকে যাবে ইনশাআল্লাহ। বি এন পি ও  আওয়ামীলীগের মধ্যেই কোন পার্থক্য নাই   তারা একই কয়েনের এপিট আর অপরপিট । ইতি রক্তাক্ত বাংলাদেশ,political,negative
5/20/2025,যারা আমার প্রিয় দেশর স্বাধীনতাই চাই নাই! তাদের এই আস্ফালন সহ্য করা যায় না । সুন্দর করে বক্তব্য না দিয়ে শুধু ব্যাঙের মতো লাফালাফি করে কেন!?,political,negative
5/18/2025,সব দল কে দেখলাম এবার ইনশাল্লাহ জামাতকে ভোট দিয়ে দেখব ইনশাআল্লাহ,political,positive
5/18/2025,একজন নেতা কি বললো তাতেই এসব করছেন আপনার জাতীর সামনে ৭১ এর জন্য ক্ষমা চেয়ে জাতীর কাছে ভোট চান জাতী আপনাদের কে চাইবে এটা যতদিন না করবেন ততদিন ক্ষমতায় যেতে পারবেন না মনে হচ্ছে 5:22,political,negative
5/20/2025,ইসলাম দেশ ও মানবতার কল্যাণে ইসলামী সকল দলকে এক হতে হবে,political,neutral
5/18/2025,আলহামদুলিল্লাহ আমাদের ঐক্যবদ্ধ থাকতে হবে ইনশাআল্লাহ,others,neutral
5/18/2025,বিএনপি কে বয়কট করা হউক,political,negative
5/18/2025,ইসলামকে যারা কূটনীতিবিদ বলে ধর্ম ব্যবসা বলে। আল্লাহতালা তাদেরকে তুমি হেদায়েত দান করো।,religious,neutral
5/18/2025,যারা জামাতে ধর্মব্যবসায়ী বলে । তাদের লজ্জা বলে কিছু নেই ।,political,negative
5/18/2025,অসাধারণ  কথা,others,positive
5/20/2025,পিএমপি দিন দিন ক্ষমতার বড়াই করছে লুটপাট করতেছে চাঁদাবাজি করতেছে। তাদের ভিতরে ক্ষমতার লোভে ইসলামবিদ্বেষী কাজকর্ম করতেছে।,political,negative
5/19/2025,মাশাআল্লাহ জামায়াতে ইসলামীর প্রতি দিন দিন ভালোবাসা বেড়ে যাচ্ছে।,political,positive
5/19/2025,শতভাগ সহমত পোষণ করছি ধন্যবাদ,others,positive
5/18/2025,জামায়াত ইসলামি জিন্দা বাদ,political,positive
5/18/2025,বিম্পির ফজলুর রহমানের মত অমানুষ এ জারজরা যত কিছুই বলুক ইসলামিক দল বাংলাদেশে আছে থাকবে ভোটার দিবস ইসলামী দলকে জীবনের প্রথম ইনশাআল্লাহ,abusive,hate
5/21/2025,জামায়াত ইসলামী জিন্দাবাদ,political,positive
5/19/2025,ইনশাআল্লাহ আগামী নির্বাচনে বিএনপিকে উচিত শিক্ষা দিতে হবে। ইনকিলাব জিন্দাবাদ,political,negative
5/18/2025,একদম সঠিক কথা বলেছেন এভাবেই শক্ত করে কথা বলতে হবে,others,positive
5/18/2025,আমি জামাত করি সকাল ৬.০০ টা উঠেই ফেক আইডি খুলে রাত ১২.০০ টা পর্যন্ত বিএনপির নামে প্রপাগাদ্ডা মিথ্যাচার ছড়াতে থাকি এটাই আমার কাজ,political,negative
1/27/2025,দুটি ঘোরার ডিম ছাড়া আছে কি  মামার বাড়ির আপদার,others,negative
1/27/2025,সংখ্যানুপাতিক ভাবে আমরা ও চাই,others,positive
1/27/2025,এত তাড়াতাড়ি নিবাচন চান কেনো,political,negative
1/27/2025,কই এটা,others,neutral
1/27/2025,এটাতো দিবালোকের ন‍্যায় সত্য।,others,positive
1/27/2025,সংখ্যানুপাতিক নির্বাচন চাই,political,positive
1/27/2025,আনুপাতিক হারে নির্বাচন চাই 20 কোটি বাংলাদেশি জনগণ,political,positive
1/27/2025,সবদল দেখা শেষ জামায়াত ইসলামীর বাংলাদেশ ইনশাআল্লাহ,political,positive
1/27/2025,সাতক্ষীরার পাটকেলঘাটা ফুটবল ময়দানে,sports,neutral
1/27/2025,সম্ভব না সংখ্যানুপাতিক,others,negative
1/27/2025,ইনশাআল্লাহ বাংলাদেশ জামায়াতে ইসলামী জিন্দাবাদ,political,positive
1/28/2025,সঠিক।,others,positive
1/27/2025,জামাত কে ভোট দিব পরিবারের সঙ্গে  সবাই,political,positive
1/27/2025,বিএনপি ঠেকাও দেশ বাঁচাওভারত ঠেকাও দেশ বাঁচাও,political,negative
1/27/2025,৫ই আগষ্টের পর মনে হচ্ছে এরমাত্র জামায়াতে ইসলামী সৎ এবং নিয়মতান্ত্রিক দল,political,positive
1/28/2025,সংখ্যনুপাতিক নির্বাচন চাই।,political,positive
1/27/2025,সংখ্যানুপাতিক নির্বাচন মানে ফ্যাসিষ্টদের পূর্ণবাসন করা।,political,negative
2/1/2025,অসাধারণ বক্তব্য,others,positive
1/27/2025,আওয়ামী লীগের দুই কোটি ভোটার আছে।  বাকা পথে ক্ষমতায় যাওয়ার পথ নাই। ক্ষমতায় বসবে আসন বিন্নাসে ভোটের অনুপাতে নয়।  কোরআনের মাহফিলের নামে ভোট মাঠ বানাতে গিয়ে বিএনপির গীবত করে সুবিধা করা যাবে না।,political,negative
1/27/2025,সঠিক কথা বলেছেন সংখানুপাতিক হারে  ইলেকশন না হলে আমরা ভোট দিতে যাব না। ভারতের বিরুদ্ধে জবাব দেওয়ার জন্য আপনাকে আন্তরিক ভাবে ধন্যবাদ।,political,positive
1/27/2025,আনুপাতিক হারে নির্বাচন করা হোক,political,positive
3/28/2025,একমত,others,positive
1/28/2025,এতো বড় দল এতো হেডাম সংখ্যানুপাতিক নির্বাচন কেনো? তাহলে কি আপনারা আওয়ামী লীগ কে ফেরত আনার চেষ্টায় আছেনভুলে যাবেন না এমন নির্বাচন পদ্ধতিতে আওয়ামী লীগ কে ফেরত আসতে ১০ বছর ও লাগবে না,political,negative
1/27/2025,সংখানুপাতিক হতে দেব না,others,negative
1/27/2025,আনুপাতিক সিস্টেমে নির্বাচন চাই ইসলামী আন্দোলন বাংলাদেশ,political,positive
1/27/2025,এটা আবার কোন ধরনের নির্বাচন  ভোটে যারা জিতবে তারাই সরকার গঠন করবে,political,negative
2/4/2025,ইনশাআল্লাহ জামাত ইসলাম কে ভোট দিবো,political,positive
1/27/2025,এখানে সরাসরি উপস্থিত ছিলাম আমি,others,neutral
1/27/2025,আসন ভিত্তিক নির্বাচন হবে যোগ্যতা দিয়ে জিতে আসতে না পারলে নির্বাচন করার দরকার নাই,political,neutral
1/27/2025,জামায়াত শিবির জিন্দাবাদ,political,positive
1/27/2025,সরকারের কাছে একটাই দাবি যাদের ১০ পারসেন্ট ভোট নাই তারা যেন টিভিতে টকশোতে পেপারে পত্রিকায় এবং অনলাইনে কোন প্রকার রাজনৈতিক বিবৃতি না দিতে পারে তাই এই বাংলাদেশ থেকে এই চৌকিদারের রাজনীতি বন্ধ হবে।,political,negative
1/30/2025,ইসলাম দেশ ও মানবতার নিবেদিত প্রান ইসলামী আন্দোলন বাংলাদেশ,political,positive
2/16/2025,আগে স্থানীয় নির্বাচন। পরে জাতীয় নির্বাচন দিলে হবে নিরপেক্ষ নির্বাচন।,political,neutral
2/15/2025,দেখা যাক শেষ টা কোনদিকে যায়,others,neutral
2/16/2025,হেফাজত ইসলাম ও সমস্ত ইসলামী দলগুলো জিন্দাবাদ,political,positive
2/15/2025,এই ভিড়ের মধ্যে একজন ভারতীয় মিলে আছে,others,neutral
2/15/2025,জাতীয় নির্বাচনের আগে ২৪ এর গনহত্যার বিচার এবং একাত্তরের স্বাধীনতা বিরোধী রাজাকারদের বিচার নিশ্চিত করতে হবে।,political,neutral
2/15/2025,জামায়াতে ইসলামীকে ভোট দিব ।,political,positive
2/17/2025,মাশাআল্লাহ্ হাসি ও সুন্দর মনের মানুষ জামায়াত ইসলামী,political,positive
2/15/2025,নৌকা  আর ধানের শীষ  ২ সাপের একি  বিষ,political,negative
2/15/2025,সবদল দেখা শেষ হয়েছে আগামীতে দেখার পালা বাংলাদেশ জমায়েত ইসলামি ইনশাআল্লাহ আমরা সবাই একমত,political,positive
2/16/2025,জাতীয়তাবাদী দল বিএনপি জিন্দাবাদ,political,positive
